Target,RFMS_Cluster,CustomerId
0,1,CustomerId_3737
1,0,CustomerId_4180
1,0,CustomerId_2368
1,0,CustomerId_868
1,0,CustomerId_3465
1,0,CustomerId_2925
1,0,CustomerId_4329
1,0,CustomerId_2552
1,0,CustomerId_1580
1,0,CustomerId_1520
0,1,CustomerId_3371
1,0,CustomerId_2955
0,1,CustomerId_2940
1,0,CustomerId_3668
0,1,CustomerId_4987
0,1,CustomerId_700
1,0,CustomerId_1828
1,0,CustomerId_1382
1,0,CustomerId_3402
1,0,CustomerId_3293
1,0,CustomerId_2451
1,0,CustomerId_1562
1,0,CustomerId_987
1,0,CustomerId_2055
1,0,CustomerId_3026
1,0,CustomerId_4650
1,0,CustomerId_2549
1,0,CustomerId_3942
0,1,CustomerId_4337
0,1,CustomerId_4813
1,0,CustomerId_3764
0,1,CustomerId_5266
0,1,CustomerId_4390
1,0,CustomerId_2617
1,0,CustomerId_5170
1,0,CustomerId_581
1,0,CustomerId_2157
1,0,CustomerId_1225
1,0,CustomerId_2361
1,0,CustomerId_3343
1,0,CustomerId_4787
1,0,CustomerId_1679
1,0,CustomerId_1404
1,0,CustomerId_2598
1,0,CustomerId_3115
1,0,CustomerId_3166
0,1,CustomerId_2373
0,1,CustomerId_3000
1,0,CustomerId_1214
1,0,CustomerId_1196
1,0,CustomerId_3361
1,0,CustomerId_2648
1,0,CustomerId_4714
1,0,CustomerId_493
1,0,CustomerId_727
1,0,CustomerId_7335
1,0,CustomerId_2904
0,1,CustomerId_7426
1,0,CustomerId_4117
1,0,CustomerId_611
0,1,CustomerId_4421
1,0,CustomerId_801
1,0,CustomerId_689
1,0,CustomerId_2446
0,1,CustomerId_3165
1,0,CustomerId_943
1,0,CustomerId_1573
1,0,CustomerId_3493
0,1,CustomerId_381
1,0,CustomerId_492
1,0,CustomerId_2386
1,0,CustomerId_3327
0,1,CustomerId_3655
1,0,CustomerId_3138
0,1,CustomerId_3613
1,0,CustomerId_2609
1,0,CustomerId_3344
1,0,CustomerId_4283
1,0,CustomerId_5035
1,0,CustomerId_3752
1,0,CustomerId_4538
0,1,CustomerId_3104
1,0,CustomerId_4422
1,0,CustomerId_4948
0,1,CustomerId_2858
1,0,CustomerId_4277
0,1,CustomerId_3330
1,0,CustomerId_7338
1,0,CustomerId_4876
1,0,CustomerId_4502
1,0,CustomerId_4071
1,0,CustomerId_2914
1,0,CustomerId_7344
1,0,CustomerId_4904
1,0,CustomerId_1686
0,1,CustomerId_5293
1,0,CustomerId_3670
1,0,CustomerId_2877
1,0,CustomerId_5216
1,0,CustomerId_3523
1,0,CustomerId_4688
1,0,CustomerId_2894
1,0,CustomerId_2757
0,1,CustomerId_415
0,1,CustomerId_3247
1,0,CustomerId_89
1,0,CustomerId_2732
0,1,CustomerId_7457
0,1,CustomerId_446
1,0,CustomerId_3840
1,0,CustomerId_1443
1,0,CustomerId_4427
1,0,CustomerId_2974
1,0,CustomerId_930
1,0,CustomerId_3015
1,0,CustomerId_1720
1,0,CustomerId_3975
1,0,CustomerId_2633
1,0,CustomerId_2346
1,0,CustomerId_1084
1,0,CustomerId_2930
0,1,CustomerId_4188
1,0,CustomerId_4938
1,0,CustomerId_3046
1,0,CustomerId_3269
1,0,CustomerId_884
0,1,CustomerId_4254
0,1,CustomerId_3487
0,1,CustomerId_1938
1,0,CustomerId_7324
1,0,CustomerId_3148
1,0,CustomerId_4138
1,0,CustomerId_1571
0,1,CustomerId_2441
1,0,CustomerId_2097
1,0,CustomerId_2840
1,0,CustomerId_3519
1,0,CustomerId_1617
1,0,CustomerId_586
1,0,CustomerId_773
1,0,CustomerId_2787
1,0,CustomerId_2833
1,0,CustomerId_4490
1,0,CustomerId_7435
1,0,CustomerId_2594
1,0,CustomerId_5249
1,0,CustomerId_4683
1,0,CustomerId_3109
0,1,CustomerId_1545
0,1,CustomerId_4785
0,1,CustomerId_4146
0,1,CustomerId_4934
1,0,CustomerId_842
0,1,CustomerId_2343
1,0,CustomerId_4065
0,1,CustomerId_2301
1,0,CustomerId_1871
1,0,CustomerId_407
1,0,CustomerId_1247
1,0,CustomerId_2872
0,1,CustomerId_1156
1,0,CustomerId_4592
1,0,CustomerId_2541
1,0,CustomerId_3985
1,0,CustomerId_1757
0,1,CustomerId_4624
1,0,CustomerId_795
0,1,CustomerId_2981
1,0,CustomerId_14
1,0,CustomerId_1189
1,0,CustomerId_4058
1,0,CustomerId_4006
1,0,CustomerId_3403
1,0,CustomerId_1323
1,0,CustomerId_1273
1,0,CustomerId_5254
1,0,CustomerId_1332
1,0,CustomerId_4993
1,0,CustomerId_3714
0,1,CustomerId_5040
1,0,CustomerId_4151
0,1,CustomerId_3079
1,0,CustomerId_2299
1,0,CustomerId_4507
1,0,CustomerId_1755
1,0,CustomerId_1916
0,1,CustomerId_3730
0,1,CustomerId_3379
1,0,CustomerId_503
1,0,CustomerId_5039
1,0,CustomerId_1859
0,1,CustomerId_4757
1,0,CustomerId_4591
1,0,CustomerId_1057
1,0,CustomerId_584
1,0,CustomerId_2165
1,0,CustomerId_2803
1,0,CustomerId_1645
1,0,CustomerId_2759
1,0,CustomerId_1111
1,0,CustomerId_4935
1,0,CustomerId_4576
1,0,CustomerId_949
1,0,CustomerId_3732
0,1,CustomerId_1505
0,1,CustomerId_2926
0,1,CustomerId_2710
1,0,CustomerId_2004
1,0,CustomerId_2123
0,1,CustomerId_2700
1,0,CustomerId_1161
0,1,CustomerId_7450
1,0,CustomerId_1464
1,0,CustomerId_1538
0,1,CustomerId_4858
1,0,CustomerId_4673
1,0,CustomerId_4894
1,0,CustomerId_4794
0,1,CustomerId_3363
1,0,CustomerId_5221
1,0,CustomerId_2142
1,0,CustomerId_4868
0,1,CustomerId_3878
1,0,CustomerId_2918
1,0,CustomerId_2860
1,0,CustomerId_4009
1,0,CustomerId_2912
0,1,CustomerId_3172
1,0,CustomerId_4
1,0,CustomerId_3624
0,1,CustomerId_3224
0,1,CustomerId_4927
1,0,CustomerId_1351
1,0,CustomerId_1187
1,0,CustomerId_738
1,0,CustomerId_1569
1,0,CustomerId_4843
1,0,CustomerId_1615
1,0,CustomerId_2108
0,1,CustomerId_4193
1,0,CustomerId_4892
1,0,CustomerId_3536
1,0,CustomerId_3872
1,0,CustomerId_4595
0,1,CustomerId_4155
1,0,CustomerId_3643
1,0,CustomerId_864
0,1,CustomerId_3105
1,0,CustomerId_1390
1,0,CustomerId_4579
1,0,CustomerId_436
0,1,CustomerId_3307
1,0,CustomerId_2870
1,0,CustomerId_4209
1,0,CustomerId_2534
1,0,CustomerId_2357
1,0,CustomerId_2461
0,1,CustomerId_3035
1,0,CustomerId_2205
1,0,CustomerId_3212
1,0,CustomerId_4542
1,0,CustomerId_3700
0,1,CustomerId_1906
0,1,CustomerId_3910
1,0,CustomerId_5100
1,0,CustomerId_3416
1,0,CustomerId_1579
1,0,CustomerId_888
1,0,CustomerId_7454
1,0,CustomerId_2970
0,1,CustomerId_4055
1,0,CustomerId_1802
1,0,CustomerId_4828
0,1,CustomerId_627
1,0,CustomerId_2321
1,0,CustomerId_3486
1,0,CustomerId_4953
1,0,CustomerId_931
0,1,CustomerId_4109
1,0,CustomerId_351
1,0,CustomerId_2443
0,1,CustomerId_806
1,0,CustomerId_3236
1,0,CustomerId_1452
1,0,CustomerId_2109
1,0,CustomerId_2409
0,1,CustomerId_1508
1,0,CustomerId_2948
1,0,CustomerId_2992
1,0,CustomerId_2224
1,0,CustomerId_5233
1,0,CustomerId_1801
0,1,CustomerId_3163
1,0,CustomerId_2704
1,0,CustomerId_1701
1,0,CustomerId_5003
1,0,CustomerId_1123
1,0,CustomerId_4176
1,0,CustomerId_4622
1,0,CustomerId_834
1,0,CustomerId_516
0,1,CustomerId_4942
1,0,CustomerId_2408
1,0,CustomerId_4308
1,0,CustomerId_4048
1,0,CustomerId_1742
1,0,CustomerId_1316
1,0,CustomerId_1055
1,0,CustomerId_1330
1,0,CustomerId_1302
0,1,CustomerId_1739
1,0,CustomerId_7329
1,0,CustomerId_1731
1,0,CustomerId_3345
1,0,CustomerId_521
1,0,CustomerId_3436
1,0,CustomerId_2254
1,0,CustomerId_4321
0,1,CustomerId_4183
0,1,CustomerId_3876
1,0,CustomerId_4156
0,1,CustomerId_4312
1,0,CustomerId_3858
1,0,CustomerId_1488
1,0,CustomerId_670
1,0,CustomerId_5154
1,0,CustomerId_1300
1,0,CustomerId_3407
1,0,CustomerId_399
1,0,CustomerId_4108
1,0,CustomerId_2147
1,0,CustomerId_3960
1,0,CustomerId_4275
0,1,CustomerId_2739
0,1,CustomerId_1413
1,0,CustomerId_966
0,1,CustomerId_1039
0,1,CustomerId_3444
1,0,CustomerId_2639
1,0,CustomerId_500
1,0,CustomerId_1581
1,0,CustomerId_600
1,0,CustomerId_5052
1,0,CustomerId_3862
1,0,CustomerId_3388
1,0,CustomerId_420
1,0,CustomerId_4653
0,1,CustomerId_3611
0,1,CustomerId_4406
1,0,CustomerId_3830
1,0,CustomerId_3564
1,0,CustomerId_2352
0,1,CustomerId_4998
1,0,CustomerId_683
1,0,CustomerId_402
1,0,CustomerId_1619
1,0,CustomerId_4343
0,1,CustomerId_3697
1,0,CustomerId_5192
1,0,CustomerId_4239
1,0,CustomerId_4933
0,1,CustomerId_4814
1,0,CustomerId_911
1,0,CustomerId_2344
0,1,CustomerId_3217
1,0,CustomerId_5223
1,0,CustomerId_2828
1,0,CustomerId_4680
1,0,CustomerId_813
0,1,CustomerId_4240
1,0,CustomerId_5211
1,0,CustomerId_2526
1,0,CustomerId_4349
1,0,CustomerId_2103
1,0,CustomerId_4034
1,0,CustomerId_1730
0,1,CustomerId_2531
1,0,CustomerId_1872
1,0,CustomerId_3412
0,1,CustomerId_698
0,1,CustomerId_3442
1,0,CustomerId_2796
1,0,CustomerId_3169
1,0,CustomerId_1925
0,1,CustomerId_988
1,0,CustomerId_7
0,1,CustomerId_7437
1,0,CustomerId_338
1,0,CustomerId_767
1,0,CustomerId_5089
1,0,CustomerId_3909
1,0,CustomerId_1007
0,1,CustomerId_3819
1,0,CustomerId_3057
1,0,CustomerId_2885
1,0,CustomerId_1610
1,0,CustomerId_621
1,0,CustomerId_1381
1,0,CustomerId_362
0,1,CustomerId_4660
1,0,CustomerId_1091
0,1,CustomerId_3551
0,1,CustomerId_1956
0,1,CustomerId_3491
1,0,CustomerId_1915
1,0,CustomerId_1182
1,0,CustomerId_3875
0,1,CustomerId_2051
0,1,CustomerId_1546
1,0,CustomerId_4713
1,0,CustomerId_3759
1,0,CustomerId_1999
1,0,CustomerId_2232
1,0,CustomerId_5119
1,0,CustomerId_2332
1,0,CustomerId_5245
1,0,CustomerId_1303
1,0,CustomerId_350
1,0,CustomerId_468
1,0,CustomerId_395
0,1,CustomerId_1074
0,1,CustomerId_340
1,0,CustomerId_2791
0,1,CustomerId_1192
1,0,CustomerId_5166
1,0,CustomerId_1681
0,1,CustomerId_2308
1,0,CustomerId_1611
1,0,CustomerId_4500
0,1,CustomerId_4392
1,0,CustomerId_3259
0,1,CustomerId_4555
0,2,CustomerId_1535
1,0,CustomerId_2604
0,1,CustomerId_1658
1,0,CustomerId_915
1,0,CustomerId_2218
1,0,CustomerId_2176
1,0,CustomerId_1422
1,0,CustomerId_1637
1,0,CustomerId_1950
1,0,CustomerId_604
1,0,CustomerId_3381
1,0,CustomerId_5024
1,0,CustomerId_2957
1,0,CustomerId_789
1,0,CustomerId_4361
1,0,CustomerId_3478
0,1,CustomerId_4738
1,0,CustomerId_4612
1,0,CustomerId_1698
1,0,CustomerId_1748
1,0,CustomerId_4601
1,0,CustomerId_1961
1,0,CustomerId_4749
0,1,CustomerId_1020
1,0,CustomerId_2689
1,0,CustomerId_2400
0,1,CustomerId_1311
1,0,CustomerId_3016
0,1,CustomerId_3530
1,0,CustomerId_5167
1,0,CustomerId_4136
1,0,CustomerId_1664
0,1,CustomerId_5014
1,0,CustomerId_3508
1,0,CustomerId_2760
1,0,CustomerId_3443
0,1,CustomerId_2643
1,0,CustomerId_13
0,1,CustomerId_1867
0,1,CustomerId_1044
1,0,CustomerId_2637
1,0,CustomerId_3765
1,0,CustomerId_2420
1,0,CustomerId_3191
1,0,CustomerId_4776
0,1,CustomerId_3952
1,0,CustomerId_4880
1,0,CustomerId_2767
0,1,CustomerId_1281
1,0,CustomerId_633
1,0,CustomerId_3706
1,0,CustomerId_2463
0,1,CustomerId_2348
0,1,CustomerId_4371
0,1,CustomerId_3232
0,1,CustomerId_3225
1,0,CustomerId_2053
1,0,CustomerId_2372
0,1,CustomerId_563
1,0,CustomerId_4915
1,0,CustomerId_4170
0,1,CustomerId_5065
0,1,CustomerId_1874
1,0,CustomerId_2245
0,1,CustomerId_2427
1,0,CustomerId_895
1,0,CustomerId_2243
0,1,CustomerId_1294
1,0,CustomerId_3517
1,0,CustomerId_1732
1,0,CustomerId_4245
1,0,CustomerId_2384
1,0,CustomerId_383
1,0,CustomerId_1561
0,1,CustomerId_456
1,0,CustomerId_2246
1,0,CustomerId_3534
1,0,CustomerId_7448
0,1,CustomerId_3011
1,0,CustomerId_2681
1,0,CustomerId_4086
0,1,CustomerId_4928
0,1,CustomerId_3515
1,0,CustomerId_4046
1,0,CustomerId_1647
0,1,CustomerId_3092
1,0,CustomerId_7328
1,0,CustomerId_2850
1,0,CustomerId_2577
0,1,CustomerId_2662
1,0,CustomerId_2059
0,1,CustomerId_786
0,1,CustomerId_550
1,0,CustomerId_3320
0,1,CustomerId_2424
1,0,CustomerId_1922
1,0,CustomerId_4875
1,0,CustomerId_4302
1,0,CustomerId_3171
1,0,CustomerId_4423
1,0,CustomerId_4721
0,1,CustomerId_3235
0,1,CustomerId_453
1,0,CustomerId_800
1,0,CustomerId_2093
1,0,CustomerId_2190
1,0,CustomerId_5206
1,0,CustomerId_4196
1,0,CustomerId_4872
0,1,CustomerId_2913
0,1,CustomerId_4202
0,1,CustomerId_3694
1,0,CustomerId_5026
1,0,CustomerId_3081
1,0,CustomerId_3007
0,1,CustomerId_3034
1,0,CustomerId_4145
1,0,CustomerId_1503
0,1,CustomerId_900
1,0,CustomerId_1782
1,0,CustomerId_1407
1,0,CustomerId_1994
1,0,CustomerId_3497
1,0,CustomerId_4977
0,1,CustomerId_3299
1,0,CustomerId_1263
1,0,CustomerId_4250
1,0,CustomerId_1308
0,1,CustomerId_4486
1,0,CustomerId_3874
1,0,CustomerId_5097
1,0,CustomerId_494
1,0,CustomerId_3408
1,0,CustomerId_1450
0,1,CustomerId_4947
0,1,CustomerId_1995
1,0,CustomerId_2991
1,0,CustomerId_2892
1,0,CustomerId_2707
1,0,CustomerId_572
1,0,CustomerId_2116
1,0,CustomerId_4436
1,0,CustomerId_1369
1,0,CustomerId_1891
0,1,CustomerId_3427
1,0,CustomerId_3140
0,1,CustomerId_3223
1,0,CustomerId_2949
1,0,CustomerId_3077
1,0,CustomerId_2901
1,0,CustomerId_2136
0,1,CustomerId_2072
1,0,CustomerId_1688
1,0,CustomerId_2287
1,0,CustomerId_4403
1,0,CustomerId_2095
1,0,CustomerId_2065
1,0,CustomerId_1363
1,0,CustomerId_4424
0,1,CustomerId_4189
0,1,CustomerId_2537
1,0,CustomerId_658
1,0,CustomerId_4184
1,0,CustomerId_1260
1,0,CustomerId_7416
1,0,CustomerId_5256
1,0,CustomerId_3334
1,0,CustomerId_7430
1,0,CustomerId_4836
0,1,CustomerId_2977
0,1,CustomerId_2859
0,1,CustomerId_2876
1,0,CustomerId_5157
1,0,CustomerId_1587
0,1,CustomerId_3474
1,0,CustomerId_498
0,1,CustomerId_3931
1,0,CustomerId_5159
1,0,CustomerId_1204
0,1,CustomerId_2469
1,0,CustomerId_4770
1,0,CustomerId_4444
1,0,CustomerId_527
1,0,CustomerId_1809
1,0,CustomerId_3127
1,0,CustomerId_4973
0,1,CustomerId_4882
1,0,CustomerId_7421
1,0,CustomerId_4598
1,0,CustomerId_2962
1,0,CustomerId_3096
1,0,CustomerId_770
1,0,CustomerId_5126
1,0,CustomerId_4449
1,0,CustomerId_5284
1,0,CustomerId_2002
0,1,CustomerId_2798
1,0,CustomerId_4412
0,1,CustomerId_3340
1,0,CustomerId_2289
1,0,CustomerId_7326
1,0,CustomerId_1627
1,0,CustomerId_996
1,0,CustomerId_378
1,0,CustomerId_2834
1,0,CustomerId_588
1,0,CustomerId_1670
1,0,CustomerId_2847
1,0,CustomerId_3133
0,1,CustomerId_4833
1,0,CustomerId_2576
1,0,CustomerId_3387
1,0,CustomerId_590
1,0,CustomerId_923
1,0,CustomerId_7477
1,0,CustomerId_1436
1,0,CustomerId_3380
1,0,CustomerId_3774
1,0,CustomerId_826
0,1,CustomerId_648
0,1,CustomerId_2425
1,0,CustomerId_2101
1,0,CustomerId_2776
1,0,CustomerId_513
1,0,CustomerId_3084
1,0,CustomerId_711
1,0,CustomerId_1117
1,0,CustomerId_5115
1,0,CustomerId_1241
0,1,CustomerId_3766
1,0,CustomerId_863
1,0,CustomerId_4949
1,0,CustomerId_3869
1,0,CustomerId_3582
1,0,CustomerId_1424
1,0,CustomerId_3434
0,1,CustomerId_7464
1,0,CustomerId_3072
1,0,CustomerId_4773
1,0,CustomerId_4788
1,0,CustomerId_1085
0,1,CustomerId_4501
0,1,CustomerId_1875
1,0,CustomerId_3630
1,0,CustomerId_2697
1,0,CustomerId_919
1,0,CustomerId_2359
1,0,CustomerId_4017
1,0,CustomerId_2665
0,1,CustomerId_2515
1,0,CustomerId_3296
1,0,CustomerId_896
1,0,CustomerId_4513
1,0,CustomerId_2582
0,1,CustomerId_4748
0,1,CustomerId_5172
1,0,CustomerId_4417
1,0,CustomerId_1441
1,0,CustomerId_2505
1,0,CustomerId_2587
0,1,CustomerId_3209
1,0,CustomerId_2253
0,1,CustomerId_3511
1,0,CustomerId_1998
1,0,CustomerId_1702
1,0,CustomerId_3210
0,1,CustomerId_2417
1,0,CustomerId_993
1,0,CustomerId_1179
0,1,CustomerId_515
1,0,CustomerId_5122
1,0,CustomerId_1420
0,1,CustomerId_2775
1,0,CustomerId_505
1,0,CustomerId_3994
1,0,CustomerId_936
0,1,CustomerId_3121
1,0,CustomerId_4712
1,0,CustomerId_2988
1,0,CustomerId_1437
1,0,CustomerId_1238
0,1,CustomerId_1515
0,1,CustomerId_920
0,1,CustomerId_4577
0,1,CustomerId_1183
0,1,CustomerId_2764
1,0,CustomerId_1526
1,0,CustomerId_1169
1,0,CustomerId_3326
1,0,CustomerId_3128
1,0,CustomerId_2153
1,0,CustomerId_3964
1,0,CustomerId_3425
1,0,CustomerId_881
1,0,CustomerId_2605
1,0,CustomerId_1680
1,0,CustomerId_4402
1,0,CustomerId_2746
1,0,CustomerId_2454
1,0,CustomerId_3848
1,0,CustomerId_15
0,1,CustomerId_3651
1,0,CustomerId_4831
1,0,CustomerId_959
1,0,CustomerId_7419
1,0,CustomerId_5186
1,0,CustomerId_2106
1,0,CustomerId_3357
1,0,CustomerId_3420
1,0,CustomerId_2480
1,0,CustomerId_5227
1,0,CustomerId_3332
1,0,CustomerId_7402
0,1,CustomerId_4775
1,0,CustomerId_4779
1,0,CustomerId_3440
1,0,CustomerId_4036
1,0,CustomerId_4854
1,0,CustomerId_4657
1,0,CustomerId_4931
1,0,CustomerId_4015
1,0,CustomerId_855
0,1,CustomerId_1250
0,1,CustomerId_4187
1,0,CustomerId_4685
1,0,CustomerId_1220
1,0,CustomerId_3027
1,0,CustomerId_3522
1,0,CustomerId_4663
0,1,CustomerId_4990
1,0,CustomerId_1231
0,1,CustomerId_2696
0,1,CustomerId_680
1,0,CustomerId_3435
1,0,CustomerId_2597
1,0,CustomerId_1387
1,0,CustomerId_4049
1,0,CustomerId_3649
0,1,CustomerId_1134
0,1,CustomerId_4174
0,1,CustomerId_1889
1,0,CustomerId_4839
0,1,CustomerId_3834
1,0,CustomerId_2046
0,1,CustomerId_3602
1,0,CustomerId_2017
1,0,CustomerId_4970
1,0,CustomerId_4671
1,0,CustomerId_1118
1,0,CustomerId_2705
1,0,CustomerId_4358
1,0,CustomerId_4957
1,0,CustomerId_3892
1,0,CustomerId_7433
1,0,CustomerId_1930
1,0,CustomerId_3581
1,0,CustomerId_3044
1,0,CustomerId_883
1,0,CustomerId_1914
0,1,CustomerId_1335
1,0,CustomerId_4703
1,0,CustomerId_2438
1,0,CustomerId_3687
1,0,CustomerId_4961
1,0,CustomerId_4258
1,0,CustomerId_4786
1,0,CustomerId_2864
1,0,CustomerId_5033
0,1,CustomerId_7455
1,0,CustomerId_7414
1,0,CustomerId_1763
1,0,CustomerId_1050
1,0,CustomerId_1831
1,0,CustomerId_4986
0,1,CustomerId_2150
1,0,CustomerId_1806
1,0,CustomerId_3014
1,0,CustomerId_3571
1,0,CustomerId_4050
1,0,CustomerId_4434
1,0,CustomerId_2263
1,0,CustomerId_2898
0,1,CustomerId_3389
0,1,CustomerId_5013
0,1,CustomerId_4888
1,0,CustomerId_1862
1,0,CustomerId_2022
1,0,CustomerId_2600
1,0,CustomerId_3863
0,1,CustomerId_388
1,0,CustomerId_4386
1,0,CustomerId_1373
1,0,CustomerId_607
1,0,CustomerId_2734
1,0,CustomerId_1392
1,0,CustomerId_3117
1,0,CustomerId_624
1,0,CustomerId_961
1,0,CustomerId_707
0,1,CustomerId_3008
1,0,CustomerId_2682
0,1,CustomerId_4442
1,0,CustomerId_3850
1,0,CustomerId_2636
0,1,CustomerId_3245
1,0,CustomerId_2835
1,0,CustomerId_2178
1,0,CustomerId_2812
1,0,CustomerId_1279
1,0,CustomerId_4640
1,0,CustomerId_3341
1,0,CustomerId_5278
0,1,CustomerId_2959
1,0,CustomerId_2018
1,0,CustomerId_4487
1,0,CustomerId_4364
1,0,CustomerId_1360
0,1,CustomerId_1435
1,0,CustomerId_2676
1,0,CustomerId_4458
0,1,CustomerId_2809
0,1,CustomerId_4115
0,1,CustomerId_1509
1,0,CustomerId_4287
1,0,CustomerId_437
1,0,CustomerId_986
0,1,CustomerId_4429
1,0,CustomerId_1599
0,1,CustomerId_471
1,0,CustomerId_4541
1,0,CustomerId_1318
1,0,CustomerId_4493
1,0,CustomerId_780
1,0,CustomerId_4972
0,1,CustomerId_3272
0,1,CustomerId_3802
1,0,CustomerId_2607
1,0,CustomerId_1919
0,1,CustomerId_5054
1,0,CustomerId_2158
1,0,CustomerId_5146
1,0,CustomerId_3592
1,0,CustomerId_4186
1,0,CustomerId_2470
1,0,CustomerId_4698
1,0,CustomerId_5155
1,0,CustomerId_681
1,0,CustomerId_1440
1,0,CustomerId_4901
1,0,CustomerId_4746
1,0,CustomerId_3567
1,0,CustomerId_4481
1,0,CustomerId_7469
1,0,CustomerId_2698
1,0,CustomerId_3969
1,0,CustomerId_841
1,0,CustomerId_5142
1,0,CustomerId_1567
0,1,CustomerId_4834
1,0,CustomerId_1741
1,0,CustomerId_4139
0,1,CustomerId_4666
1,0,CustomerId_1233
1,0,CustomerId_3231
1,0,CustomerId_2267
1,0,CustomerId_557
1,0,CustomerId_1918
1,0,CustomerId_3317
0,1,CustomerId_2063
1,0,CustomerId_3867
0,1,CustomerId_508
0,1,CustomerId_1848
1,0,CustomerId_1971
1,0,CustomerId_3957
0,1,CustomerId_485
1,0,CustomerId_4219
1,0,CustomerId_975
1,0,CustomerId_2574
1,0,CustomerId_5255
1,0,CustomerId_2527
1,0,CustomerId_2790
0,1,CustomerId_625
0,1,CustomerId_854
1,0,CustomerId_1890
0,1,CustomerId_7410
1,0,CustomerId_4141
1,0,CustomerId_5291
1,0,CustomerId_3891
1,0,CustomerId_3626
1,0,CustomerId_4227
1,0,CustomerId_1006
1,0,CustomerId_1725
0,1,CustomerId_3205
1,0,CustomerId_2724
1,0,CustomerId_3839
0,1,CustomerId_1512
1,0,CustomerId_1444
1,0,CustomerId_1604
1,0,CustomerId_1735
1,0,CustomerId_568
1,0,CustomerId_2138
1,0,CustomerId_348
1,0,CustomerId_4744
0,1,CustomerId_4824
0,1,CustomerId_4443
1,0,CustomerId_523
0,1,CustomerId_4346
1,0,CustomerId_785
1,0,CustomerId_684
1,0,CustomerId_643
1,0,CustomerId_3400
0,1,CustomerId_444
1,0,CustomerId_2020
0,1,CustomerId_653
1,0,CustomerId_1817
1,0,CustomerId_2325
1,0,CustomerId_2437
1,0,CustomerId_408
1,0,CustomerId_4401
1,0,CustomerId_1372
1,0,CustomerId_4053
1,0,CustomerId_7478
1,0,CustomerId_4603
1,0,CustomerId_7407
0,1,CustomerId_1275
1,0,CustomerId_603
1,0,CustomerId_343
0,1,CustomerId_3078
1,0,CustomerId_4415
1,0,CustomerId_1366
1,0,CustomerId_5287
1,0,CustomerId_1498
0,1,CustomerId_3715
1,0,CustomerId_2804
0,1,CustomerId_1484
1,0,CustomerId_4102
1,0,CustomerId_447
1,0,CustomerId_2498
1,0,CustomerId_4194
1,0,CustomerId_347
0,1,CustomerId_3116
0,1,CustomerId_2544
1,0,CustomerId_1913
1,0,CustomerId_1856
1,0,CustomerId_4682
1,0,CustomerId_4323
1,0,CustomerId_4805
1,0,CustomerId_3063
1,0,CustomerId_4008
1,0,CustomerId_4912
1,0,CustomerId_2884
0,1,CustomerId_3579
1,0,CustomerId_1525
1,0,CustomerId_4527
1,0,CustomerId_397
1,0,CustomerId_1410
1,0,CustomerId_1513
1,0,CustomerId_1160
1,0,CustomerId_1016
1,0,CustomerId_2149
1,0,CustomerId_2444
1,0,CustomerId_392
0,1,CustomerId_3229
1,0,CustomerId_3616
1,0,CustomerId_1946
0,1,CustomerId_1774
1,0,CustomerId_2717
0,1,CustomerId_790
0,1,CustomerId_5236
1,0,CustomerId_4911
1,0,CustomerId_3956
1,0,CustomerId_2126
1,0,CustomerId_2602
